ID;Funcionário_deixou_a_empresa;Idade;Frequência de Viagens;Distância_do_trabalho;Formação;E-Sat;Gênero;Estado_Civil;Salário;Qte_Empresas_Trabalhadas;Faz_hora_extras?;Perc_de_aumento;Qte_ações_da_empresa;Tempo_de_carreira;Horas_de_treinamento;Equilibrio_de_Vida;Tempo_de_empresa;Anos_no_mesmo_cargo;Anos_desde_a_ultima_promocao;Anos_com_o_mesmo_chefe
1434;Não;25;Viaja raramente;8;Ensino Técnico;Baixo;F;Divorciado;4907;0;Sim;22;1;6;3;Bom;5;3;0;4
1435;Não;52;Não viaja;29;Mestrado;Baixo;M;Divorciado;3482;2;Não;15;2;16;3;Bom;9;8;0;0
1436;Não;44;Viaja raramente;1;Ensino Superior;Médio;M;Solteiro;2436;6;Sim;12;0;6;2;Muito bom;4;3;1;2
1437;Não;21;Viaja raramente;5;Ensino Médio;Alto;M;Solteiro;2380;1;Sim;11;0;2;6;Muito bom;2;2;1;2
1438;Não;39;Não viaja;9;Ensino Superior;Muito Alto;M;Solteiro;19431;2;Não;13;0;21;3;Bom;6;0;1;3
1439;Sim;23;Viaja frequentemente;9;Ensino Superior;Muito Alto;M;Casado;1790;1;Não;19;1;1;3;Bom;1;0;1;0
1440;Não;36;Viaja raramente;3;Ensino Superior;Baixo;F;Casado;7644;0;Não;19;2;10;2;Muito bom;9;7;3;4
1441;Não;36;Viaja frequentemente;4;Ensino Técnico;Muito Alto;F;Divorciado;5131;7;Não;13;3;18;3;Muito bom;4;2;0;2
1442;Não;56;Não viaja;1;Mestrado;Alto;M;Divorciado;6306;1;Não;21;1;13;2;Bom;13;12;1;9
1443;Sim;29;Viaja raramente;1;Mestrado;Baixo;M;Casado;4787;9;Sim;14;3;4;3;Excelente;2;2;2;2
1444;Não;42;Viaja raramente;2;Ensino Superior;Baixo;M;Casado;18880;5;Não;11;0;24;2;Bom;22;6;4;14
1445;Sim;56;Viaja raramente;7;Ensino Técnico;Muito Alto;M;Casado;2339;8;Não;11;1;14;4;Ruim;10;9;9;8
1446;Não;41;Viaja raramente;28;Mestrado;Baixo;F;Casado;13570;0;Não;23;1;21;3;Muito bom;20;7;0;10
1447;Não;34;Viaja raramente;28;Ensino Superior;Muito Alto;F;Casado;6712;1;Não;21;2;8;2;Muito bom;8;7;1;7
1448;Não;36;Não viaja;15;Mestrado;Muito Alto;M;Divorciado;5406;1;Não;24;1;15;4;Bom;15;12;11;11
1449;Não;41;Viaja raramente;3;Ensino Superior;Alto;M;Divorciado;8938;2;Não;11;1;14;5;Muito bom;5;4;0;4
1450;Não;32;Viaja raramente;2;Ensino Superior;Muito Alto;M;Solteiro;2439;1;Não;14;0;4;4;Muito bom;4;2;1;2
1451;Não;35;Viaja raramente;26;Mestrado;Alto;F;Solteiro;8837;1;Sim;16;0;9;2;Muito bom;9;0;1;7
1452;Não;38;Viaja raramente;10;Ensino Técnico;Baixo;F;Casado;5343;1;Não;11;1;10;1;Muito bom;10;7;1;9
1453;Sim;50;Viaja frequentemente;1;Mestrado;Médio;M;Divorciado;6728;7;Não;12;2;12;3;Muito bom;6;3;0;1
1454;Não;36;Viaja raramente;11;Mestrado;Médio;F;Casado;6652;4;Não;13;1;8;2;Bom;6;3;0;0
1455;Não;45;Viaja raramente;20;Ensino Superior;Muito Alto;F;Solteiro;4850;8;Não;15;0;8;3;Muito bom;5;3;0;1
1456;Não;40;Viaja raramente;2;Mestrado;Alto;M;Solteiro;2809;2;Não;14;0;8;2;Muito bom;2;2;2;2
1457;Não;35;Viaja frequentemente;18;Mestrado;Alto;M;Casado;5689;1;Sim;14;2;10;2;Excelente;10;2;0;2
1458;Não;40;Viaja raramente;2;Mestrado;Alto;F;Casado;2001;2;Não;14;3;20;2;Muito bom;5;3;0;2
1459;Não;35;Viaja raramente;1;Mestrado;Alto;F;Casado;2977;1;Não;12;1;4;5;Muito bom;4;3;1;1
1460;Não;29;Viaja raramente;13;Ensino Técnico;Muito Alto;M;Casado;4025;4;Sim;13;1;10;2;Muito bom;4;3;0;3
1461;Não;29;Viaja raramente;28;Mestrado;Muito Alto;F;Solteiro;3785;1;Não;14;0;5;3;Ruim;5;4;0;4
1462;Sim;50;Viaja raramente;28;Ensino Superior;Muito Alto;M;Divorciado;10854;4;Sim;13;1;20;3;Muito bom;3;2;2;0
1463;Não;39;Viaja raramente;24;Ensino Médio;Médio;F;Casado;12031;0;Não;11;1;21;2;Bom;20;9;9;6
1464;Não;31;Não viaja;5;Ensino Superior;Médio;M;Solteiro;9936;0;Não;19;0;10;2;Muito bom;9;4;1;7
1465;Não;26;Viaja raramente;5;Ensino Superior;Muito Alto;F;Solteiro;2966;0;Não;18;0;5;2;Muito bom;4;2;0;0
1466;Não;36;Viaja frequentemente;23;Ensino Técnico;Alto;M;Casado;2571;4;Não;17;1;17;3;Muito bom;5;2;0;3
1467;Não;39;Viaja raramente;6;Ensino Médio;Muito Alto;M;Casado;9991;4;Não;15;1;9;5;Muito bom;7;7;1;7
1468;Não;27;Viaja raramente;4;Ensino Superior;Médio;M;Casado;6142;1;Sim;20;1;6;0;Muito bom;6;2;0;3
1469;Não;49;Viaja frequentemente;2;Ensino Superior;Muito Alto;M;Casado;5390;2;Não;14;0;17;3;Bom;9;6;0;8
1470;Não;34;Viaja raramente;8;Ensino Superior;Médio;M;Casado;4404;2;Não;12;0;6;3;Excelente;4;3;1;2
